# k re_decimal im_decimal
0 -0.867187500000 3.617187500000
1 -1.551055908203 5.847930908203
2 -4.671020507812 15.438018798828
3 7.784912109375 -22.951873779297
4 2.458160400391 -6.501983642578
5 1.575408935547 -3.739624023438
6 1.174346923828 -2.601226806641
7 0.993835449219 -1.965850830078
8 0.880004882812 -1.598541259766
9 0.797821044922 -1.318572998047
10 0.755859375000 -1.133636474609
11 0.694610595703 -0.968688964844
12 0.646301269531 -0.857482910156
13 0.627075195312 -0.730407714844
14 0.624725341797 -0.650024414062
15 0.619506835938 -0.586791992188
16 0.621673583984 -0.483520507812
17 0.648223876953 -0.405517578125
18 0.668914794922 -0.362854003906
19 0.715026855469 -0.277313232422
20 0.788635253906 -0.187530517578
21 0.968933105469 0.011047363281
22 1.419494628906 0.338409423828
23 6.438659667969 4.017425537109
24 -1.149261474609 -1.460723876953
25 -0.291534423828 -0.817840576172
26 -0.070709228516 -0.636993408203
27 0.054321289062 -0.512145996094
28 0.080261230469 -0.454467773438
29 0.136535644531 -0.406311035156
30 0.157379150391 -0.362274169922
31 0.159667968750 -0.344512939453
32 0.195312500000 -0.296875000000
33 0.183746337891 -0.282623291016
34 0.206726074219 -0.282745361328
35 0.244873046875 -0.250823974609
36 0.221466064453 -0.214569091797
37 0.232971191406 -0.216461181641
38 0.222045898438 -0.205078125000
39 0.236328125000 -0.179168701172
40 0.224578857422 -0.179748535156
41 0.214447021484 -0.143646240234
42 0.232452392578 -0.143676757812
43 0.247772216797 -0.127197265625
44 0.246704101562 -0.147216796875
45 0.222778320312 -0.107788085938
46 0.241210937500 -0.096710205078
47 0.267822265625 -0.115600585938
48 0.264831542969 -0.101654052734
49 0.252807617188 -0.103607177734
50 0.253967285156 -0.087158203125
51 0.226745605469 -0.059387207031
52 0.241424560547 -0.065856933594
53 0.255767822266 -0.045715332031
54 0.245574951172 -0.062622070312
55 0.261444091797 -0.060516357422
56 0.238677978516 -0.032592773438
57 0.241638183594 -0.039489746094
58 0.226165771484 -0.034912109375
59 0.244628906250 -0.008728027344
60 0.238342285156 -0.019226074219
61 0.232696533203 0.005798339844
62 0.239593505859 -0.007110595703
63 0.256042480469 0.012603759766
64 0.218750000000 0.015625000000
65 0.230560302734 0.015289306641
66 0.241882324219 0.001922607422
67 0.235961914062 0.046173095703
68 0.238006591797 0.027374267578
69 0.213836669922 0.025695800781
70 0.222808837891 0.072052001953
71 0.228942871094 0.053436279297
72 0.217956542969 0.073577880859
73 0.232452392578 0.082244873047
74 0.223876953125 0.071380615234
75 0.214508056641 0.086486816406
76 0.222229003906 0.091491699219
77 0.217712402344 0.087036132812
78 0.212554931641 0.097412109375
79 0.208129882812 0.119995117188
80 0.190826416016 0.124145507812
81 0.229949951172 0.115234375000
82 0.207916259766 0.112915039062
83 0.227783203125 0.147186279297
84 0.207336425781 0.145660400391
85 0.212707519531 0.163024902344
86 0.185546875000 0.161102294922
87 0.198791503906 0.156097412109
88 0.214385986328 0.161468505859
89 0.209808349609 0.200103759766
90 0.200714111328 0.187408447266
91 0.212890625000 0.181884765625
92 0.184875488281 0.214355468750
93 0.160400390625 0.219604492188
94 0.203521728516 0.215850830078
95 0.199829101562 0.233062744141
96 0.203125000000 0.242187500000
97 0.160797119141 0.247528076172
98 0.187866210938 0.280426025391
99 0.164184570312 0.288360595703
100 0.191375732422 0.291595458984
101 0.158325195312 0.325897216797
102 0.181945800781 0.300659179688
103 0.168701171875 0.334014892578
104 0.177459716797 0.345336914062
105 0.166900634766 0.358856201172
106 0.156585693359 0.386474609375
107 0.142181396484 0.403686523438
108 0.145629882812 0.417236328125
109 0.119079589844 0.440002441406
110 0.111694335938 0.473907470703
111 0.106567382812 0.488037109375
112 0.110168457031 0.539154052734
113 0.130126953125 0.562347412109
114 0.109313964844 0.582092285156
115 0.122924804688 0.602844238281
116 0.059844970703 0.692810058594
117 0.076141357422 0.699523925781
118 0.037689208984 0.766235351562
119 0.011871337891 0.847198486328
120 0.008697509766 0.909973144531
121 -0.036376953125 1.003540039062
122 -0.055511474609 1.121337890625
123 -0.112915039062 1.272583007812
124 -0.170593261719 1.442810058594
125 -0.230682373047 1.696899414062
126 -0.355133056641 2.059417724609
127 -0.526550292969 2.617523193359
