# k re_decimal im_decimal
0 0.375000000000 -0.468750000000
1 -0.025939941406 -1.397033691406
2 0.966308593750 0.257751464844
3 -0.348205566406 1.416503906250
4 1.394683837891 -1.273498535156
5 5.199859619141 0.254821777344
6 -0.296173095703 1.783538818359
7 -1.392059326172 0.365325927734
8 -2.692840576172 -2.405700683594
9 0.477905273438 -4.288299560547
10 0.617858886719 -2.005126953125
11 2.325531005859 -0.517150878906
12 -1.592803955078 -0.344421386719
13 -0.231384277344 -2.307830810547
14 -2.412231445312 -1.825256347656
15 -0.576721191406 1.518768310547
16 2.300567626953 -1.979064941406
17 0.635253906250 -0.600097656250
18 1.324554443359 -0.002319335938
19 -1.209564208984 -0.813537597656
20 1.873474121094 0.729553222656
21 -1.007263183594 1.189910888672
22 -1.927551269531 0.487121582031
23 -0.480987548828 -3.781127929688
24 -1.721435546875 -0.000549316406
25 0.341674804688 -2.551574707031
26 2.297821044922 1.147583007812
27 0.855102539062 -1.868713378906
28 -0.093414306641 2.002258300781
29 -1.839447021484 -0.499450683594
30 -0.800231933594 1.006103515625
31 1.374755859375 -0.654693603516
32 1.187500000000 -2.546875000000
33 -0.408752441406 0.799194335938
34 3.055755615234 1.090118408203
35 -1.201049804688 0.436950683594
36 1.046752929688 -0.548858642578
37 0.170654296875 2.281646728516
38 0.546173095703 0.733978271484
39 1.027099609375 -1.269897460938
40 2.160217285156 2.579620361328
41 0.181823730469 -0.196380615234
42 -0.828369140625 -1.128723144531
43 0.374938964844 1.326202392578
44 0.892395019531 -1.567291259766
45 -0.211059570312 -2.615447998047
46 -2.481842041016 1.976470947266
47 2.883087158203 2.069702148438
48 -0.033508300781 -1.504028320312
49 -0.959228515625 -1.655883789062
50 2.630767822266 -1.069793701172
51 -3.427093505859 0.994476318359
52 0.343353271484 -3.139038085938
53 -1.106079101562 -1.736450195312
54 0.200256347656 -1.628692626953
55 -2.213409423828 -0.744232177734
56 -2.371124267578 -2.262817382812
57 -1.931030273438 1.133026123047
58 2.633148193359 -0.372924804688
59 -1.005798339844 2.778411865234
60 -1.248840332031 -2.028076171875
61 0.175262451172 -0.694549560547
62 0.052154541016 3.085998535156
63 -0.286102294922 -2.880737304688
64 1.578125000000 -2.921875000000
65 -0.858581542969 2.377136230469
66 -1.261474609375 1.672363281250
67 -0.539978027344 0.495849609375
68 -1.368316650391 -1.481018066406
69 -1.515594482422 -0.534545898438
70 0.954986572266 0.792510986328
71 -0.042449951172 0.134674072266
72 -3.497283935547 0.591186523438
73 1.372436523438 -2.165740966797
74 -3.170471191406 -0.129638671875
75 0.166290283203 0.937316894531
76 2.874298095703 1.208190917969
77 2.109191894531 1.794586181641
78 0.541625976562 -0.973510742188
79 0.044555664062 2.740325927734
80 -0.152130126953 -1.481872558594
81 -3.392700195312 0.590820312500
82 2.175262451172 0.744628906250
83 1.195281982422 -0.562561035156
84 2.142272949219 0.019348144531
85 1.161315917969 -2.211761474609
86 -3.187561035156 1.075744628906
87 1.552398681641 2.329162597656
88 -0.953063964844 2.023193359375
89 1.583435058594 0.705627441406
90 2.071075439453 -0.934936523438
91 1.355102539062 0.774230957031
92 0.124542236328 0.021423339844
93 1.684478759766 0.017272949219
94 0.052612304688 1.459838867188
95 -1.606811523438 0.660186767578
96 -1.046875000000 0.640625000000
97 -0.710021972656 -0.244750976562
98 -0.048431396484 0.212432861328
99 -3.503295898438 1.463928222656
100 0.123779296875 -0.286102294922
101 0.572448730469 0.745635986328
102 1.489593505859 -1.731903076172
103 0.916564941406 0.743408203125
104 -0.516967773438 -1.046356201172
105 0.550354003906 3.009063720703
106 2.774291992188 -1.236999511719
107 0.827819824219 0.015350341797
108 1.486145019531 -0.176239013672
109 -0.510375976562 -0.377044677734
110 2.938751220703 -0.356781005859
111 -1.956756591797 0.729309082031
112 -0.364929199219 0.230590820312
113 1.057128906250 1.272216796875
114 -1.285369873047 -1.091461181641
115 0.546112060547 0.821807861328
116 0.881500244141 4.479614257812
117 -0.350830078125 -1.992919921875
118 -0.002136230469 -1.832366943359
119 -1.666717529297 -3.313690185547
120 0.061248779297 -0.697326660156
121 -2.984069824219 1.114044189453
122 0.234771728516 0.597045898438
123 -0.708557128906 0.396636962891
124 -1.817321777344 0.384155273438
125 -0.355865478516 -0.715240478516
126 0.019073486328 -0.052795410156
127 -2.404083251953 0.257812500000
