# k re_decimal im_decimal
0 -0.621093750000 -1.585937500000
1 1.036590576172 -0.571502685547
2 -0.151580810547 0.335693359375
3 -0.087402343750 0.194793701172
4 0.304290771484 -0.468719482422
5 -0.129852294922 -0.623504638672
6 -0.933563232422 -1.456542968750
7 0.178497314453 2.610412597656
8 0.620880126953 -0.712158203125
9 -0.278533935547 -1.289184570312
10 0.444030761719 0.604797363281
11 0.605560302734 1.027465820312
12 -0.467437744141 -0.170135498047
13 0.693420410156 -1.264556884766
14 -0.296783447266 0.104827880859
15 0.403228759766 -0.447540283203
16 -0.480621337891 0.082611083984
17 0.182373046875 0.117523193359
18 0.191467285156 0.327239990234
19 0.476989746094 -0.499511718750
20 -1.499969482422 -0.480987548828
21 0.370117187500 0.371673583984
22 -1.412292480469 -0.440582275391
23 0.170867919922 -0.284057617188
24 0.058349609375 -1.387084960938
25 0.234588623047 -0.620971679688
26 0.527679443359 -1.735443115234
27 0.287109375000 -0.139678955078
28 -0.157836914062 0.103973388672
29 2.156768798828 -0.573242187500
30 0.933441162109 0.550262451172
31 0.930572509766 -1.476562500000
32 -0.253906250000 -0.070312500000
33 1.860290527344 1.579040527344
34 1.246032714844 0.903533935547
35 -0.132354736328 -0.016113281250
36 -0.985687255859 -0.206573486328
37 -1.906036376953 -0.613189697266
38 -0.043304443359 -0.291381835938
39 0.041412353516 0.833251953125
40 -0.091583251953 0.191833496094
41 0.457946777344 -0.030364990234
42 -1.412353515625 0.986877441406
43 -1.184936523438 -1.528472900391
44 0.423309326172 0.168853759766
45 -1.004028320312 -0.703277587891
46 -0.321929931641 0.853057861328
47 -0.279479980469 0.141052246094
48 -1.231964111328 -0.172637939453
49 0.094390869141 1.145660400391
50 -0.130706787109 -0.519897460938
51 0.671783447266 -0.651733398438
52 1.565643310547 -0.151336669922
53 0.588928222656 1.112579345703
54 0.277252197266 1.617492675781
55 -0.175415039062 -0.542510986328
56 -1.754058837891 -1.056884765625
57 1.411132812500 -0.003326416016
58 -0.369689941406 1.543304443359
59 1.164489746094 -1.027282714844
60 -0.243743896484 -0.399902343750
61 0.942260742188 -0.205200195312
62 -0.329101562500 0.202331542969
63 -0.258453369141 0.618164062500
64 0.324218750000 -0.703125000000
65 -0.703521728516 0.175750732422
66 -0.173553466797 0.958557128906
67 0.081359863281 -0.819976806641
68 0.437835693359 0.757110595703
69 0.230560302734 -1.721588134766
70 0.552154541016 0.888549804688
71 -0.181427001953 0.292480468750
72 2.168975830078 0.414428710938
73 -1.483184814453 0.370483398438
74 -1.084167480469 -1.085021972656
75 -1.602752685547 0.626464843750
76 -0.737579345703 0.670318603516
77 -1.057922363281 -0.173370361328
78 0.394256591797 -1.311065673828
79 -1.370086669922 -1.230316162109
80 0.480621337891 1.518951416016
81 -0.771423339844 -0.274017333984
82 1.054687500000 -0.138946533203
83 -0.248229980469 -1.616333007812
84 0.198760986328 1.307464599609
85 -0.665344238281 0.132293701172
86 -1.127502441406 -0.864898681641
87 -2.675872802734 1.117370605469
88 -0.250976562500 0.888488769531
89 -0.708404541016 -0.390808105469
90 -0.047943115234 -3.289093017578
91 0.930725097656 0.620574951172
92 -0.014526367188 -1.102752685547
93 0.380584716797 0.819641113281
94 1.536956787109 -1.235992431641
95 0.576141357422 -1.665710449219
96 1.691406250000 0.796875000000
97 0.069946289062 -0.233581542969
98 0.335449218750 1.529022216797
99 0.362640380859 -1.046936035156
100 -0.382781982422 1.407562255859
101 2.111480712891 -0.920745849609
102 2.066192626953 1.051147460938
103 -1.380523681641 0.353820800781
104 0.848602294922 1.543395996094
105 0.375183105469 0.702484130859
106 0.369506835938 -2.208190917969
107 -1.239257812500 -0.169525146484
108 -0.575714111328 1.200469970703
109 0.167480468750 0.803070068359
110 0.381072998047 0.520050048828
111 -0.029296875000 -1.091613769531
112 0.778839111328 -0.647674560547
113 -0.677093505859 -0.871978759766
114 0.644805908203 1.002502441406
115 -0.388946533203 -0.483154296875
116 0.611907958984 -0.820770263672
117 -0.352050781250 -1.078826904297
118 -0.516387939453 -0.051147460938
119 0.204589843750 1.045989990234
120 -0.537689208984 -0.038269042969
121 0.674133300781 0.083953857422
122 -0.006164550781 0.035064697266
123 0.619140625000 0.551391601562
124 -0.101470947266 -0.002075195312
125 0.574218750000 0.374084472656
126 0.277038574219 0.238891601562
127 -0.345672607422 -0.921203613281
