# re_decimal im_decimal
0.625000000000 0.000000000000
0.546875000000 0.175781250000
0.402343750000 0.222656250000
0.343750000000 0.152343750000
0.417968750000 0.121093750000
0.503906250000 0.226562500000
0.468750000000 0.410156250000
0.296875000000 0.515625000000
0.140625000000 0.464843750000
0.121093750000 0.363281250000
0.191406250000 0.363281250000
0.207031250000 0.488281250000
0.078125000000 0.609375000000
-0.121093750000 0.597656250000
-0.230468750000 0.460937500000
-0.191406250000 0.347656250000
-0.125000000000 0.371093750000
-0.171875000000 0.472656250000
-0.343750000000 0.500000000000
-0.496093750000 0.371093750000
-0.503906250000 0.187500000000
-0.406250000000 0.105468750000
-0.347656250000 0.152343750000
-0.429687500000 0.210937500000
-0.570312500000 0.140625000000
-0.621093750000 -0.050781250000
-0.519531250000 -0.210937500000
-0.378906250000 -0.226562500000
-0.343750000000 -0.152343750000
-0.429687500000 -0.140625000000
-0.503906250000 -0.269531250000
-0.433593750000 -0.449218750000
-0.253906250000 -0.523437500000
-0.117187500000 -0.453125000000
-0.117187500000 -0.359375000000
-0.191406250000 -0.382812500000
-0.183593750000 -0.515625000000
-0.027343750000 -0.621093750000
0.164062500000 -0.578125000000
0.246093750000 -0.429687500000
0.191406250000 -0.335937500000
0.136718750000 -0.382812500000
0.207031250000 -0.480468750000
0.382812500000 -0.476562500000
0.515625000000 -0.328125000000
0.500000000000 -0.152343750000
0.394531250000 -0.093750000000
0.355468750000 -0.156250000000
0.457031250000 -0.195312500000
0.589843750000 -0.097656250000
0.613281250000 0.097656250000
0.492187500000 0.238281250000
0.359375000000 0.230468750000
0.343750000000 0.152343750000
0.437500000000 0.164062500000
0.492187500000 0.312500000000
0.398437500000 0.480468750000
0.210937500000 0.527343750000
0.093750000000 0.441406250000
0.117187500000 0.355468750000
0.187500000000 0.402343750000
0.152343750000 0.542968750000
-0.019531250000 0.625000000000
-0.203125000000 0.550781250000
-0.253906250000 0.402343750000
-0.187500000000 0.328125000000
-0.148437500000 0.390625000000
-0.242187500000 0.480468750000
-0.425781250000 0.449218750000
-0.531250000000 0.285156250000
-0.488281250000 0.121093750000
-0.382812500000 0.085937500000
-0.367187500000 0.156250000000
-0.480468750000 0.179687500000
-0.605468750000 0.054687500000
-0.597656250000 -0.144531250000
-0.460937500000 -0.257812500000
-0.339843750000 -0.230468750000
-0.351562500000 -0.156250000000
-0.449218750000 -0.191406250000
-0.480468750000 -0.355468750000
-0.359375000000 -0.507812500000
-0.171875000000 -0.527343750000
-0.074218750000 -0.425781250000
-0.117187500000 -0.359375000000
-0.175781250000 -0.425781250000
-0.117187500000 -0.566406250000
0.070312500000 -0.621093750000
0.234375000000 -0.523437500000
0.261718750000 -0.375000000000
0.187500000000 -0.324218750000
0.164062500000 -0.402343750000
0.281250000000 -0.480468750000
0.460937500000 -0.417968750000
0.542968750000 -0.242187500000
0.476562500000 -0.089843750000
0.375000000000 -0.082031250000
0.382812500000 -0.152343750000
0.507812500000 -0.152343750000
0.617187500000 -0.007812500000
0.578125000000 0.187500000000
0.429687500000 0.277343750000
0.324218750000 0.226562500000
0.355468750000 0.164062500000
0.453125000000 0.222656250000
0.457031250000 0.394531250000
0.316406250000 0.531250000000
0.132812500000 0.519531250000
0.062500000000 0.414062500000
0.117187500000 0.363281250000
0.164062500000 0.449218750000
0.078125000000 0.585937500000
-0.117187500000 0.613281250000
-0.265625000000 0.496093750000
-0.265625000000 0.351562500000
-0.187500000000 0.324218750000
-0.187500000000 0.414062500000
-0.324218750000 0.468750000000
-0.492187500000 0.382812500000
-0.546875000000 0.195312500000
-0.460937500000 0.066406250000
-0.367187500000 0.078125000000
-0.398437500000 0.148437500000
-0.535156250000 0.125000000000
-0.621093750000 -0.039062500000
-0.554687500000 -0.226562500000
-0.398437500000 -0.289062500000
-0.316406250000 -0.226562500000
