# k re_decimal im_decimal
0 -0.867187500000 3.617187500000
1 -1.550585502291 5.848408357399
2 -4.670602231315 15.438418176761
3 7.785315051967 -22.951427577541
4 2.458278659704 -6.501883904533
5 1.575465921126 -3.739568355197
6 1.174369740051 -2.601102921339
7 0.993926000511 -1.965805430737
8 0.880095867639 -1.598441528805
9 0.797911292505 -1.318508074648
10 0.755835343249 -1.133479526698
11 0.694737037965 -0.968611311558
12 0.646425061896 -0.857363202956
13 0.627143037977 -0.730255474373
14 0.624797222322 -0.649958080732
15 0.619522436621 -0.586697776618
16 0.621696597393 -0.483522445041
17 0.648232069486 -0.405599281949
18 0.668786564121 -0.362901536037
19 0.715040179854 -0.277298884976
20 0.788604822788 -0.187522929146
21 0.968893302021 0.011101111196
22 1.419569222632 0.338317219974
23 6.438640834705 4.017566834385
24 -1.149275773851 -1.460693339046
25 -0.291539328503 -0.817779732932
26 -0.070714075056 -0.637108899430
27 0.054302515864 -0.512241819900
28 0.080228198362 -0.454440971336
29 0.136493226644 -0.406335506369
30 0.157353228001 -0.362268097444
31 0.159747648194 -0.344504736239
32 0.195312500000 -0.296875000000
33 0.183701860788 -0.282603536422
34 0.206664998432 -0.282787860397
35 0.244840631629 -0.250849923372
36 0.221469260905 -0.214605958965
37 0.232938237198 -0.216557050859
38 0.222062054705 -0.205101760905
39 0.236445706063 -0.179161317748
40 0.224514664691 -0.179803768724
41 0.214412633064 -0.143599831694
42 0.232513362485 -0.143798845375
43 0.247791483689 -0.127257830156
44 0.246655978222 -0.147183565422
45 0.222700714797 -0.107787431343
46 0.241172448207 -0.096752300155
47 0.267841916233 -0.115521809739
48 0.264839804192 -0.101657760225
49 0.252704434916 -0.103598040893
50 0.253863623266 -0.087223636400
51 0.226704048386 -0.059362272706
52 0.241400009239 -0.065846434809
53 0.255765921372 -0.045779044377
54 0.245556464608 -0.062601524951
55 0.261544279519 -0.060498454764
56 0.238681979642 -0.032588929881
57 0.241692335534 -0.039484455583
58 0.226078693465 -0.034872902098
59 0.244638272531 -0.008750954919
60 0.238391854991 -0.019229482605
61 0.232660096314 0.005763801956
62 0.239675599823 -0.007121911626
63 0.256051643218 0.012641392171
64 0.218750000000 0.015625000000
65 0.230598258926 0.015352486674
66 0.241912363826 0.001871798239
67 0.235973749829 0.046166341815
68 0.237977854617 0.027339092895
69 0.213911938671 0.025585275801
70 0.222802310216 0.072042533542
71 0.228921259721 0.053443673299
72 0.217933251227 0.073540454418
73 0.232439711497 0.082133702519
74 0.223952111027 0.071332347102
75 0.214467677423 0.086394002532
76 0.222219542657 0.091426194178
77 0.217693653298 0.086965219558
78 0.212505385578 0.097411091489
79 0.208003316111 0.119868803580
80 0.190803402607 0.124147445041
81 0.229967872906 0.115211065543
82 0.207846021253 0.112929418808
83 0.227697259026 0.147152871827
84 0.207308564534 0.145690036647
85 0.212692176495 0.163040527852
86 0.185422803566 0.161051529568
87 0.198679503293 0.156040869860
88 0.214428698953 0.161474308626
89 0.209832534179 0.200032501921
90 0.200631243477 0.187295456666
91 0.212787252166 0.181732901670
92 0.184850461468 0.214309716614
93 0.160264231397 0.219484813996
94 0.203457403214 0.215916365138
95 0.199767324958 0.233122193667
96 0.203125000000 0.242187500000
97 0.160739606214 0.247495706442
98 0.187931444647 0.280416744099
99 0.164202086165 0.288354344730
100 0.191379788169 0.291561038495
101 0.158306781832 0.325958471914
102 0.182008740256 0.300622870369
103 0.168533225167 0.333928520199
104 0.177456216444 0.345329843111
105 0.166887304322 0.358811322897
106 0.156500126937 0.386419084168
107 0.142090614403 0.403736975295
108 0.145613242379 0.417181271542
109 0.119050091114 0.439792918220
110 0.111746998480 0.473882192246
111 0.106641849342 0.487882839265
112 0.110160195808 0.539157760225
113 0.130043995420 0.562308544733
114 0.109291437650 0.582131096363
115 0.122872205129 0.602742213552
116 0.059831040044 0.692769059417
117 0.076179341084 0.699524604336
118 0.037660096482 0.766267230633
119 0.011887012891 0.847186529149
120 0.008665095256 0.909932960301
121 -0.036417684280 1.003564824277
122 -0.055491027464 1.121359084228
123 -0.112964937192 1.272550342920
124 -0.170634339975 1.442800039986
125 -0.230780066022 1.696920559403
126 -0.355159718142 2.059395564194
127 -0.526649085381 2.617478451057
