# k re_decimal im_decimal
0 0.750000000000 -0.902343750000
1 -0.055793676607 -2.809808191912
2 2.010090355871 0.530074497892
3 -0.633824895747 2.893787452508
4 2.783214789322 -2.523990926958
5 10.336707573577 0.457654037401
6 -0.562788241579 3.563548890879
7 -2.789641220229 0.734069098470
8 -5.384900874474 -4.823604672579
9 0.960128415068 -8.589997173268
10 1.190342406769 -4.012195170669
11 4.664843947130 -1.044507938139
12 -3.202940454019 -0.711200037610
13 -0.504787906779 -4.604078210065
14 -4.824611950290 -3.619697313558
15 -1.174899335914 3.056495900593
16 4.651799098289 -3.937839189290
17 1.270925547535 -1.246250810090
18 2.616196844971 0.051032035115
19 -2.387051170703 -1.652945067129
20 3.745990069648 1.472725849048
21 -2.042676578613 2.362095295387
22 -3.887492698948 1.017455730687
23 -0.995472212499 -7.555100832559
24 -3.445752432762 0.026481546364
25 0.573741982637 -5.085625570939
26 4.610243840447 2.277390685504
27 1.621306080271 -3.728493401043
28 -0.145885193318 3.973220248433
29 -3.719671683787 -0.949868587974
30 -1.577778300078 1.974176853774
31 2.767999518463 -1.277003705237
32 2.308593750000 -5.023437500000
33 -0.801591153757 1.637148132310
34 6.110096467070 2.170837160331
35 -2.425231281287 0.894067604326
36 2.094872058441 -1.081270176473
37 0.331727359816 4.524338881200
38 1.105192316546 1.500036321187
39 2.040379907125 -2.534731377679
40 4.315232644853 5.149000819748
41 0.372948574283 -0.394516952621
42 -1.658888068769 -2.245978706608
43 0.703701937714 2.659469695052
44 1.794481219780 -3.126615977572
45 -0.455264407248 -5.231474194509
46 -4.960628276747 3.967455568433
47 5.822185369614 4.184141461468
48 -0.076608016999 -3.007192317102
49 -1.926833061936 -3.332626463305
50 5.308253000684 -2.125721896702
51 -6.870380997494 1.989569433941
52 0.692227122901 -6.279492232320
53 -2.216148448839 -3.489263084861
54 0.421352504353 -3.263941353184
55 -4.458582557232 -1.512169010018
56 -4.767205374374 -4.489188378932
57 -3.828734653250 2.257133268056
58 5.226940153583 -0.779895976811
59 -2.034647828078 5.540679448297
60 -2.533043670506 -4.061986641844
61 0.338394370677 -1.380464685733
62 0.132282928387 6.234046401333
63 -0.543774195787 -5.742635361367
64 3.148437500000 -5.824218750000
65 -1.723317715931 4.721802651371
66 -2.512706388944 3.351727465475
67 -1.041071699668 0.978017991840
68 -2.756571115532 -2.938643731967
69 -3.003826892720 -1.078500247791
70 1.930487449979 1.530005929478
71 -0.036125207525 0.302527280124
72 -7.019776751043 1.189121733671
73 2.766229114763 -4.339472149001
74 -6.311540952422 -0.194810560158
75 0.332929893854 1.897088445366
76 5.732533025640 2.471770499045
77 4.206166212870 3.600597231508
78 1.048429593398 -1.964667303180
79 0.084840703241 5.457402730130
80 -0.292424098289 -3.015285810710
81 -6.806568852333 1.144935694450
82 4.295836387577 1.500415918120
83 2.344475132599 -1.187704610655
84 4.323017317191 0.061065388249
85 2.306344671659 -4.415204275131
86 -6.384896239645 2.085723403914
87 3.106226980504 4.630333358841
88 -1.936762729559 4.033588737126
89 3.220251844365 1.398245759457
90 4.188731577188 -1.875899142106
91 2.724707100854 1.548013080484
92 0.294146303377 0.052674426103
93 3.405287039345 0.043211848267
94 0.093972212675 2.926354324753
95 -3.221891731293 1.325436753333
96 -2.128906250000 1.250000000000
97 -1.422447989408 -0.461780649913
98 -0.057381969061 0.381083441301
99 -7.017145437557 2.933206255606
100 0.218870275946 -0.556921501006
101 1.105463571675 1.507585458092
102 2.979860137200 -3.407582032167
103 1.849115099941 1.479974253495
104 -1.019930019337 -2.077017880839
105 1.074403240809 6.029741276899
106 5.516087572357 -2.463372545708
107 1.649998454162 0.009468666446
108 2.974246456048 -0.333669264027
109 -0.994161266156 -0.698131789619
110 5.852940835901 -0.746721151946
111 -3.954778318062 1.424133447056
112 -0.767141983001 0.522817317102
113 2.128960960647 2.517421425982
114 -2.544321613300 -2.147026416008
115 1.103065192142 1.664215694910
116 1.710879482083 9.002777331428
117 -0.665237686151 -4.030074772582
118 -0.024700662468 -3.687732229242
119 -3.297977034892 -6.634296005566
120 0.102845536695 -1.383381904558
121 -6.023719863190 2.250256437597
122 0.387020385979 1.207339211031
123 -1.374538516127 0.816761229790
124 -3.663537687001 0.767056747473
125 -0.706898643020 -1.440029588663
126 0.033378391315 -0.108462041160
127 -4.808741677521 0.575728027316
