# re_decimal im_decimal
0.250000000000 0.000000000000
0.011718750000 0.250000000000
-0.250000000000 0.023437500000
-0.035156250000 -0.246093750000
0.246093750000 -0.046875000000
0.062500000000 0.242187500000
-0.238281250000 0.074218750000
-0.085937500000 -0.234375000000
0.230468750000 -0.093750000000
0.105468750000 0.226562500000
-0.218750000000 0.117187500000
-0.128906250000 -0.214843750000
0.207031250000 -0.140625000000
0.148437500000 0.199218750000
-0.191406250000 0.160156250000
-0.167968750000 -0.183593750000
0.175781250000 -0.175781250000
0.183593750000 0.167968750000
-0.160156250000 0.191406250000
-0.199218750000 -0.148437500000
0.140625000000 -0.207031250000
0.214843750000 0.128906250000
-0.117187500000 0.218750000000
-0.226562500000 -0.105468750000
0.093750000000 -0.230468750000
0.234375000000 0.085937500000
-0.074218750000 0.238281250000
-0.242187500000 -0.062500000000
0.046875000000 -0.246093750000
0.246093750000 0.035156250000
-0.023437500000 0.250000000000
-0.250000000000 -0.011718750000
0.000000000000 -0.250000000000
0.250000000000 -0.011718750000
0.023437500000 0.250000000000
-0.246093750000 0.035156250000
-0.046875000000 -0.246093750000
0.242187500000 -0.062500000000
0.074218750000 0.238281250000
-0.234375000000 0.085937500000
-0.093750000000 -0.230468750000
0.226562500000 -0.105468750000
0.117187500000 0.218750000000
-0.214843750000 0.128906250000
-0.140625000000 -0.207031250000
0.199218750000 -0.148437500000
0.160156250000 0.191406250000
-0.183593750000 0.167968750000
-0.175781250000 -0.175781250000
0.167968750000 -0.183593750000
0.191406250000 0.160156250000
-0.148437500000 0.199218750000
-0.207031250000 -0.140625000000
0.128906250000 -0.214843750000
0.218750000000 0.117187500000
-0.105468750000 0.226562500000
-0.230468750000 -0.093750000000
0.085937500000 -0.234375000000
0.238281250000 0.074218750000
-0.062500000000 0.242187500000
-0.246093750000 -0.046875000000
0.035156250000 -0.246093750000
0.250000000000 0.023437500000
-0.011718750000 0.250000000000
-0.250000000000 0.000000000000
-0.011718750000 -0.250000000000
0.250000000000 -0.023437500000
0.035156250000 0.246093750000
-0.246093750000 0.046875000000
-0.062500000000 -0.242187500000
0.238281250000 -0.074218750000
0.085937500000 0.234375000000
-0.230468750000 0.093750000000
-0.105468750000 -0.226562500000
0.218750000000 -0.117187500000
0.128906250000 0.214843750000
-0.207031250000 0.140625000000
-0.148437500000 -0.199218750000
0.191406250000 -0.160156250000
0.167968750000 0.183593750000
-0.175781250000 0.175781250000
-0.183593750000 -0.167968750000
0.160156250000 -0.191406250000
0.199218750000 0.148437500000
-0.140625000000 0.207031250000
-0.214843750000 -0.128906250000
0.117187500000 -0.218750000000
0.226562500000 0.105468750000
-0.093750000000 0.230468750000
-0.234375000000 -0.085937500000
0.074218750000 -0.238281250000
0.242187500000 0.062500000000
-0.046875000000 0.246093750000
-0.246093750000 -0.035156250000
0.023437500000 -0.250000000000
0.250000000000 0.011718750000
0.000000000000 0.250000000000
-0.250000000000 0.011718750000
-0.023437500000 -0.250000000000
0.246093750000 -0.035156250000
0.046875000000 0.246093750000
-0.242187500000 0.062500000000
-0.074218750000 -0.238281250000
0.234375000000 -0.085937500000
0.093750000000 0.230468750000
-0.226562500000 0.105468750000
-0.117187500000 -0.218750000000
0.214843750000 -0.128906250000
0.140625000000 0.207031250000
-0.199218750000 0.148437500000
-0.160156250000 -0.191406250000
0.183593750000 -0.167968750000
0.175781250000 0.175781250000
-0.167968750000 0.183593750000
-0.191406250000 -0.160156250000
0.148437500000 -0.199218750000
0.207031250000 0.140625000000
-0.128906250000 0.214843750000
-0.218750000000 -0.117187500000
0.105468750000 -0.226562500000
0.230468750000 0.093750000000
-0.085937500000 0.234375000000
-0.238281250000 -0.074218750000
0.062500000000 -0.242187500000
0.246093750000 0.046875000000
-0.035156250000 0.246093750000
-0.250000000000 -0.023437500000
0.011718750000 -0.250000000000
